id,name,university,domain,depts,field,dupct,url
64841,Constance Patterson,Walden University,waldenu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://scholarworks.waldenu.edu/cgi/viewcontent.cgi?article=1800&context=dissertations
64849,Dale Swoboda,Walden University,waldenu.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://www.waldenu.edu/colleges-schools/school-of-public-policy-and-administration/faculty/bios/dale-swoboda
64957,Elizabeth O Lane,Walden University,waldenu.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://www.waldenu.edu/colleges-schools/school-of-public-policy-and-administration/faculty
64972,Felicia B Wilson,Walden University,waldenu.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://catalog.waldenu.edu/content.php?catoid=98&navoid=24219
65006,Hadi Danawi,Walden University,waldenu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.waldenu.edu/colleges-schools/school-of-health-sciences/faculty/bios/hadi-danawi
65021,Ian Birdsall,Walden University,waldenu.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://scholarworks.waldenu.edu/jsc/editorialboard.html
65063,Jeff Snodgrass,Walden University,waldenu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.waldenu.edu/colleges-schools/school-of-health-sciences/faculty/bios/jeff-snodgrass
65118,Justus Randolph,Walden University,waldenu.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://catalog.waldenu.edu/content.php?catoid=79&navoid=16366
65187,Lisa Reason,Walden University,waldenu.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://filmmedia.berkeley.edu/faculty-profile/jeffrey-skoller
65199,Mai Moua,Walden University,waldenu.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://www.waldenu.edu/colleges-schools/school-of-public-policy-and-administration/faculty
65202,Marcia Moody,Walden University,waldenu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://scholarworks.waldenu.edu/cgi/viewcontent.cgi?article=1624&context=dissertations
65207,Maria V Tilburg,Walden University,waldenu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.waldenu.edu/colleges-schools/school-of-psychology/faculty
65209,Marie Caputi,Walden University,waldenu.edu,Human Services</li><li>Human Resources and Industrial Relations</li><li>Organization and Human Resources</li><li>Human Resources and Labor Relations</li><li>Human Resource Education,Human Resources Management,2,http://www.waldenu.edu/colleges-schools/school-of-social-work-and-human-services/faculty
65328,Peter Kiriakidis,Walden University,waldenu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.waldenu.edu/colleges-schools/riley-college-of-education/faculty/bios/peter-kiriakidis
65339,Randall Oberhoff,Walden University,waldenu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://catalog.waldenu.edu/content.php?catoid=40&navoid=5016&print
65397,Roger V Horn,Walden University,waldenu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://catalog.waldenu.edu/content.php?catoid=98&navoid=24233
65412,Sandra Johnson,Walden University,waldenu.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://www.waldenu.edu/colleges-schools/riley-college-of-education/faculty/doctoral
